date,data1,data2,data3,flag1,flag2
2001-08-01,111.23,-1.22,128.33,0,0
2001-09-01,111.72,-1.53,128.18,0,1
2001-10-01,111.94,-2.06,128.21,0,1
2001-11-01,111.97,-2.01,127.67,0,1
2001-12-01,111.58,-1.48,126.84,0,1
2002-01-01,111.79,-0.81,126.84,0,1
2002-02-01,112.07,-0.16,127.61,0,1
2002-03-01,112.74,0.16,129.56,0,1
2002-04-01,113.4,0.7,132.11,0,1
2002-05-01,114.18,1.29,134.75,0,1
2002-06-01,114.84,1.4,137.57,0,1
2002-07-01,115.28,1.48,139.37,0,1
2002-08-01,115.49,1.44,141.11,0,1
2002-09-01,115.62,1.39,141.85,0,1
2002-10-01,115.88,1.46,142.82,0,1
2002-11-01,115.87,1.41,143.63,0,1
2002-12-01,116.18,1.35,143.82,0,1
2003-01-01,115.8,1.7,143.73,0,1
2003-02-01,116.27,1.6,143.85,0,1
2003-03-01,117.04,1.52,143.96,1,0
2003-04-01,118.23,1.76,144.3,1,0
2003-05-01,119.23,1.93,144.37,1,0
2003-06-01,120.15,2.1,144.84,1,0
2003-07-01,120.84,2.63,146.17,1,0
2003-08-01,121.88,2.91,147.8,1,0
2003-09-01,122.42,3.21,149.64,1,0
2003-10-01,123.43,3.45,151.55,1,0
2003-11-01,123.53,3.42,153.73,1,1
2003-12-01,124.38,3.46,155.99,1,1
2004-01-01,124.42,3.42,157.84,1,1
2004-02-01,125.22,3.7,159.95,0,1
2004-03-01,126.33,3.68,162.21,0,1
2004-04-01,128.23,3.75,164.53,0,1
2004-05-01,130.15,3.65,166.8,0,1
2004-06-01,131.94,3.64,169.84,0,1
2004-07-01,133.27,3.61,172.09,0,1
2004-08-01,134.21,3.64,174.54,0,1
2004-09-01,135.22,3.75,177.02,0,1
2004-10-01,136.08,3.86,180.05,0,1
2004-11-01,137.38,3.9,183.28,0,1
2004-12-01,138.61,3.86,187.12,0,1
2005-01-01,140.18,3.94,191.62,0,1
2005-02-01,141.31,3.82,196.02,0,1
2005-03-01,143.7,4.22,200.47,0,1
2005-04-01,146.21,4.27,202.3,0,1
2005-05-01,148.97,4.25,204.82,0,1
2005-06-01,151.79,4.25,207.2,0,1
2005-07-01,154.11,4.2,209.3,0,1
2005-08-01,156.61,4.1,210.72,0,1
2005-09-01,158.99,4.11,212.7,0,1
2005-10-01,161.06,4.65,214.13,0,1
2005-11-01,162.73,4.78,215.52,0,1
2005-12-01,164.2,4.85,216.42,0,1
2006-01-01,165.49,4.39,217.4,0,1
2006-02-01,167.09,3.82,218.83,0,1
2006-03-01,169.46,3.53,219.31,0,1
2006-04-01,172.28,3.34,218.79,0,0
2006-05-01,174.84,3.39,218.03,0,0
2006-06-01,177.81,3.4,216.55,0,0
2006-07-01,179.96,3.24,214.97,0,0
2006-08-01,181.84,3.41,214.32,0,0
2006-09-01,183.08,3.51,213.56,0,0
2006-10-01,183.79,3.52,213.36,0,0
2006-11-01,183.88,3.67,213.27,0,0
2006-12-01,183.97,4.13,213.16,0,0
2007-01-01,183.92,4.45,214.63,0,0
2007-02-01,184.85,4.76,214.9,0,0
2007-03-01,186.44,4.49,215.35,0,0
2007-04-01,188.89,4.07,213.49,0,0
2007-05-01,190.68,3.83,210.78,0,0
2007-06-01,191.92,3.42,207.96,0,0
2007-07-01,192.3,3.08,205.55,0,0
2007-08-01,192.14,3.03,204.52,0,0
2007-09-01,191.66,2.83,203.13,0,0
2007-10-01,189.86,3,199.64,0,0
2007-11-01,187.14,3.01,194.69,0,0
2007-12-01,184.88,2.72,189.99,0,0
2008-01-01,181.62,2.52,186.63,0,0
2008-02-01,179.85,1.94,178.87,0,0
2008-03-01,178.29,1.19,172.64,0,0
2008-04-01,179.57,0.79,166.69,0,0
2008-05-01,178.67,0.17,162.56,0,0
2008-06-01,178.28,-0.16,158.49,0,0
2008-07-01,176.51,-0.53,154.08,0,0
2008-08-01,175.24,-1.19,148.15,0,1
2008-09-01,172.82,-2.23,142.85,0,1
2008-10-01,170.45,-3.48,137.58,0,1
2008-11-01,166.23,-3.47,134.67,0,1
2008-12-01,160.19,-4.11,130.63,0,1
2009-01-01,154.38,-4.69,126.64,0,1
2009-02-01,152.13,-5.09,123.99,0,1
2009-03-01,149.05,-5.05,121.19,0,1
2009-04-01,149.38,-4.91,120.13,0,1
2009-05-01,148.96,-4.17,119.86,0,1
2009-06-01,149.53,-3.5,123.33,0,1
2009-07-01,149.44,-2.87,126.13,0,0
2009-08-01,149.54,-2.16,129.22,0,0
2009-09-01,148.94,-1.23,131.58,0,0
2009-10-01,149.26,-0.39,134.01,0,0
2009-11-01,148.56,0.25,136.1,0,0
2009-12-01,147.54,0.6,137.01,0,0
2010-01-01,145.09,1.15,138.45,0,0
2010-02-01,143.56,1.72,139.35,0,0
2010-03-01,143.72,2.28,141.12,0,0
2010-04-01,145.14,2.79,141.68,0,0
2010-05-01,146.82,2.88,141.38,0,0
2010-06-01,146.83,2.87,140.51,0,0
2010-07-01,147.04,2.86,139.8,0,0
2010-08-01,145.93,2.69,139.15,0,0
2010-09-01,145.07,2.9,138.9,0,0
2010-10-01,143.13,3.1,137.22,0,0
2010-11-01,141.57,3.09,136.96,0,0
2010-12-01,138.7,3.54,136.89,0,0
2011-01-01,135.41,3.64,136.48,0,0
2011-02-01,132.85,3.87,134.85,0,0
2011-03-01,132.97,3.99,133.93,0,0
2011-04-01,135.14,4.13,133.5,0,0
2011-05-01,136.56,4.07,133.19,0,0
2011-06-01,137.46,4.12,132.5,0,0
2011-07-01,137.57,4.17,131.83,0,0
2011-08-01,137.09,4.18,131.82,0,0
2011-09-01,135.59,4.16,130.99,0,0
2011-10-01,134.22,4.19,131.12,0,0
2011-11-01,132.65,4.34,129.76,0,0
2011-12-01,130.99,4.24,129.85,0,0
2012-01-01,130.03,4.28,128.61,0,0
2012-02-01,128.99,4.46,129.41,0,0
2012-03-01,131.23,4.56,129.58,0,0
2012-04-01,133.84,4.58,131.17,0,0
2012-05-01,137.37,4.49,133.55,0,0
2012-06-01,139.89,4.42,136.17,0,0
2012-07-01,141.78,4.4,138.09,0,0
2012-08-01,141.69,4.91,139.15,0,0
2012-09-01,142.09,5.02,141.13,0,0
2012-10-01,141.82,4.95,143.19,0,0
2012-11-01,142.53,4.72,146.55,0,0
2012-12-01,141.75,4.5,148.87,0,1
2013-01-01,141.3,4.56,151.3,0,1
2013-02-01,140.97,4.54,153.67,0,1
2013-03-01,145.2,4.34,157.84,0,1
2013-04-01,149.05,4.1,161.91,0,1
2013-05-01,153.74,3.91,165.87,0,1
2013-06-01,156.46,3.61,169.21,0,1
2013-07-01,159.5,3.75,172.5,0,1
2013-08-01,160.36,3.73,175,0,1
2013-09-01,160.87,3.75,177.85,0,1
2013-10-01,160.39,3.86,178.78,0,1
2013-11-01,160.17,4.09,180.88,0,0
2013-12-01,159.32,3.96,182.82,0,0
2014-01-01,158.09,3.79,186.36,0,0
2014-02-01,159.05,3.33,188.15,0,0
2014-03-01,162.05,3.46,190.76,0,0
2014-04-01,165.72,3.77,190.98,0,0
2014-05-01,168.1,3.77,191.56,0,0
2014-06-01,169.94,3.89,191.54,0,0
2014-07-01,170.87,4,190.93,0,0
2014-08-01,170.85,3.92,191.17,0,0
2014-09-01,170.31,3.89,192.8,0,0
2014-10-01,170.22,3.85,195.79,0,0
2014-11-01,169.66,3.88,197.57,0,0
2014-12-01,169.75,4.05,200.18,0,0
2015-01-01,168.83,3.84,200.96,0,0
2015-02-01,170.28,3.61,206.62,0,0
2015-03-01,174.13,3.63,210.22,0,0
2015-04-01,178.04,3.48,210.06,0,0
2015-05-01,180.55,3.37,210.14,0,0
2015-06-01,182.43,3.37,209.89,0,0
2015-07-01,183.2,3.17,210.74,0,0
2015-08-01,183.84,3.11,211.61,0,0
2015-09-01,184.26,3.09,214.36,0,0
2015-10-01,185.16,3.2,217.29,0,0
2015-11-01,185.97,3.38,219.42,0,0
2015-12-01,186.28,3.73,221.01,0,0
2016-01-01,186.5,4.21,222.27,0,0
2016-02-01,188.52,4.37,225.63,0,0
2016-03-01,193.01,4.31,227.87,0,0
2016-04-01,197.01,4.47,226.23,0,0
2016-05-01,199.83,4.95,223.75,0,0
2016-06-01,202.56,5.31,223.55,0,0
