date,data1,data2,data3,flag1,flag2
2001-02-01,109.30224,135.08,106.72,1,1
2001-03-01,104.25722,134.94,107.41,1,1
2001-04-01,98.92151,133.86,108.97,1,1
2001-05-01,94.05992,132.66,109.76,1,1
2001-06-01,89.7882,130.83,110.56,1,1
2001-07-01,86.02985,129.28,110.84,1,1
2001-08-01,83.11012,128.33,111.23,1,1
2001-09-01,81.12004,128.18,111.72,1,1
2001-10-01,79.71198,128.21,111.94,1,1
2001-11-01,78.47786,127.67,111.97,1,1
2001-12-01,77.26226,126.84,111.58,1,1
2002-01-01,75.95353,126.84,111.79,1,1
2002-02-01,74.79732,127.61,112.07,1,1
2002-03-01,73.71649,129.56,112.74,1,1
2002-04-01,72.57329,132.11,113.4,1,1
2002-05-01,71.38732,134.75,114.18,1,1
2002-06-01,70.27894,137.57,114.84,1,1
2002-07-01,69.29151,139.37,115.28,1,1
2002-08-01,68.34994,141.11,115.49,1,1
2002-09-01,67.33774,141.85,115.62,1,1
2002-10-01,66.2796,142.82,115.88,1,1
2002-11-01,65.32063,143.63,115.87,1,0
2002-12-01,64.61814,143.82,116.18,0,0
2003-01-01,64.44504,143.73,115.8,0,0
2003-02-01,64.71759,143.85,116.27,0,1
2003-03-01,65.1253,143.96,117.04,0,1
2003-04-01,65.65696,144.3,118.23,0,1
2003-05-01,66.41019,144.37,119.23,0,1
2003-06-01,67.37035,144.84,120.15,0,1
2003-07-01,68.41706,146.17,120.84,0,1
2003-08-01,69.56616,147.8,121.88,0,1
2003-09-01,70.88137,149.64,122.42,0,1
2003-10-01,72.02432,151.55,123.43,0,1
2003-11-01,72.60655,153.73,123.53,0,1
2003-12-01,72.65965,155.99,124.38,0,1
2004-01-01,72.51379,157.84,124.42,0,1
2004-02-01,72.43728,159.95,125.22,0,1
2004-03-01,72.51598,162.21,126.33,0,1
2004-04-01,72.6986,164.53,128.23,0,1
2004-05-01,72.92227,166.8,130.15,0,1
2004-06-01,73.10142,169.84,131.94,0,1
2004-07-01,73.24709,172.09,133.27,0,1
2004-08-01,73.40535,174.54,134.21,0,1
2004-09-01,73.53661,177.02,135.22,0,1
2004-10-01,73.58413,180.05,136.08,0,1
2004-11-01,73.56915,183.28,137.38,0,1
2004-12-01,73.66515,187.12,138.61,0,1
2005-01-01,73.92436,191.62,140.18,0,1
2005-02-01,74.14881,196.02,141.31,0,1
2005-03-01,74.17466,200.47,143.7,0,1
2005-04-01,74.05908,202.3,146.21,0,0
2005-05-01,73.95955,204.82,148.97,0,0
2005-06-01,74.06043,207.2,151.79,0,0
2005-07-01,74.53413,209.3,154.11,0,0
2005-08-01,75.3789,210.72,156.61,0,0
2005-09-01,76.40309,212.7,158.99,0,0
2005-10-01,77.41704,214.13,161.06,0,0
2005-11-01,78.45951,215.52,162.73,0,0
2005-12-01,79.80196,216.42,164.2,0,0
2006-01-01,81.39966,217.4,165.49,0,0
2006-02-01,82.82802,218.83,167.09,0,1
2006-03-01,83.61806,219.31,169.46,0,1
2006-04-01,83.92692,218.79,172.28,0,1
2006-05-01,84.168,218.03,174.84,0,1
2006-06-01,84.45839,216.55,177.81,0,1
2006-07-01,84.82572,214.97,179.96,0,1
2006-08-01,85.34685,214.32,181.84,0,1
2006-09-01,85.71037,213.56,183.08,0,1
2006-10-01,85.72599,213.36,183.79,0,1
2006-11-01,85.72001,213.27,183.88,0,1
2006-12-01,86.08032,213.16,183.97,0,1
2007-01-01,87.06592,214.63,183.92,0,0
