date,data1,data2,data3,flag1,flag2
1-Aug-03,69.56616,6.3,147.8,1,0
1-Sep-03,70.88137,6.2,149.64,1,0
1-Oct-03,72.02432,6.2,151.55,1,0
1-Nov-03,72.60655,6.1,153.73,1,0
1-Dec-03,72.65965,6,155.99,1,0
1-Jan-04,72.51379,5.9,157.84,1,0
1-Feb-04,72.43728,5.9,159.95,1,0
1-Mar-04,72.51598,5.9,162.21,1,0
1-Apr-04,72.6986,5.7,164.53,1,0
1-May-04,72.92227,5.6,166.8,1,0
1-Jun-04,73.10142,5.4,169.84,1,0
1-Jul-04,73.24709,5.3,172.09,1,0
1-Aug-04,73.40535,5.2,174.54,1,0
1-Sep-04,73.53661,5.1,177.02,1,0
1-Oct-04,73.58413,5.2,180.05,0,0
1-Nov-04,73.56915,5.2,183.28,0,0
1-Dec-04,73.66515,5.1,187.12,0,0
1-Jan-05,73.92436,5.1,191.62,0,0
1-Feb-05,74.14881,5,196.02,0,0
1-Mar-05,74.17466,5,200.47,0,0
1-Apr-05,74.05908,4.9,202.3,0,0
1-May-05,73.95955,4.8,204.82,0,0
1-Jun-05,74.06043,4.7,207.2,0,0
1-Jul-05,74.53413,4.7,209.3,0,0
1-Aug-05,75.3789,4.7,210.72,0,0
1-Sep-05,76.40309,4.7,212.7,0,0
1-Oct-05,77.41704,4.8,214.13,0,0
1-Nov-05,78.45951,4.7,215.52,0,0
1-Dec-05,79.80196,4.5,216.42,0,0
1-Jan-06,81.39966,4.4,217.4,0,0
1-Feb-06,82.82802,4.3,218.83,0,0
1-Mar-06,83.61806,4.3,219.31,0,0
1-Apr-06,83.92692,4.2,218.79,0,0
1-May-06,84.168,4.2,218.03,0,0
1-Jun-06,84.45839,4.1,216.55,0,0
1-Jul-06,84.82572,4.1,214.97,0,0
1-Aug-06,85.34685,4.1,214.32,0,0
1-Sep-06,85.71037,4.1,213.56,0,0
1-Oct-06,85.72599,4.1,213.36,0,0
1-Nov-06,85.72001,4.1,213.27,0,0
1-Dec-06,86.08032,4.2,213.16,0,0
1-Jan-07,87.06592,4.2,214.63,0,0
1-Feb-07,88.62393,4.2,214.9,0,0
1-Mar-07,90.25775,4.2,215.35,0,0
1-Apr-07,91.12738,4.2,213.49,0,0
1-May-07,90.67212,4.2,210.78,0,0
1-Jun-07,89.5314,4.3,207.96,0,0
1-Jul-07,88.81565,4.4,205.55,0,0
1-Aug-07,88.92138,4.4,204.52,0,0
